date,AMQS,KODEX200_BuyHold,EqualWeight_BuyHold
2025-10-01,202998168.0,148762182.0,175187017.0
2025-10-02,203336283.0,153197084.0,177534700.0
2025-10-10,199503616.0,157091133.0,177588445.0
2025-10-13,194543220.0,155654035.0,177414292.0
2025-10-14,185850252.0,154077876.0,176006761.0
2025-10-15,190295506.0,158358238.0,178941463.0
2025-10-16,192750584.0,162514992.0,182417010.0
2025-10-17,191642354.0,162978575.0,182517132.0
2025-10-20,201521744.0,165960925.0,186536223.0
2025-10-21,204965611.0,166316330.0,188633914.0
2025-10-22,211826928.0,168201557.0,191025634.0
2025-10-23,211573685.0,166424508.0,188818811.0
2025-10-24,215713728.0,170766686.0,192841356.0
2025-10-27,224650753.0,175464269.0,197819339.0
2025-10-28,219139713.0,173718128.0,197433877.0
2025-10-29,223472072.0,177349496.0,198088202.0
2025-10-30,225127669.0,177969115.0,197010664.0
2025-10-31,226803067.0,180137758.0,198371507.0
2025-11-03,233168842.0,185667836.0,200192287.0
2025-11-04,225566669.0,180556001.0,199599041.0
2025-11-05,214780932.0,175552612.0,194254084.0
2025-11-06,213722205.0,176513022.0,193969442.0
2025-11-07,209740456.0,173321983.0,189638788.0
2025-11-10,217240281.0,178619715.0,195171801.0
2025-11-11,214569271.0,180292663.0,195223375.0
2025-11-12,219084774.0,182166999.0,199305166.0
2025-11-13,221052181.0,183003485.0,201067648.0
2025-11-14,212289606.0,175072407.0,196343628.0
2025-11-17,213775905.0,178805589.0,196793017.0
2025-11-18,209405437.0,172872771.0,190861422.0
2025-11-19,209044247.0,171664513.0,189353736.0
2025-11-20,211380946.0,175351236.0,192332927.0
2025-11-21,207911605.0,167993305.0,186904331.0
2025-11-24,206296923.0,167946834.0,185455113.0
2025-11-25,205749145.0,169170570.0,185246536.0
2025-11-26,208383666.0,173740226.0,190935137.0
2025-11-27,208603690.0,174963974.0,191181616.0
2025-11-28,206870839.0,172408056.0,193163204.0
2025-12-01,205876529.0,172175699.0,193996884.0
2025-12-02,206353997.0,175583593.0,195956861.0
2025-12-03,207271987.0,177504401.0,196683459.0
2025-12-04,206122907.0,177055177.0,196312956.0
2025-12-05,207393472.0,180432077.0,198164781.0
2025-12-08,210193991.0,182848580.0,199883308.0
2025-12-09,209447365.0,181872680.0,199516282.0
2025-12-10,209155386.0,181795228.0,198761018.0
2025-12-11,207939346.0,180308166.0,198018077.0
2025-12-12,209024827.0,182771128.0,199523207.0
2025-12-15,204259578.0,178619715.0,197529300.0
2025-12-16,196075602.0,174731616.0,193474765.0
2025-12-17,196860977.0,178108529.0,194995815.0
2025-12-18,188800285.0,176032805.0,191159745.0
2025-12-19,190326497.0,176962234.0,194094557.0
2025-12-22,196271801.0,181005225.0,196741530.0
2025-12-23,199099580.0,181531902.0,197353446.0
2025-12-24,196992218.0,181578373.0,196566081.0
2025-12-26,199556688.0,183127409.0,195680072.0
2025-12-29,204987025.0,188115308.0,198750956.0
2025-12-30,206395482.0,188657475.0,198044389.0
2026-01-02,216288583.0,194125591.0,201902564.0
2026-01-05,218188642.0,201499011.0,203759122.0
2026-01-06,220711450.0,205123772.0,206615309.0
2026-01-07,227943970.0,206703801.0,205411221.0
2026-01-08,231617194.0,206393967.0,206506421.0
2026-01-09,239273331.0,208128901.0,209172797.0
2026-01-12,239070061.0,209461058.0,210928262.0
2026-01-13,246591793.0,212109943.0,215156005.0
2026-01-14,245477057.0,213271717.0,214627233.0
2026-01-15,248293663.0,216911968.0,216414066.0
2026-01-16,248302652.0,219204535.0,215750013.0
2026-01-19,251399274.0,222380047.0,218703326.0
2026-01-20,246550333.0,220552195.0,219253461.0
2026-01-21,246949740.0,222302607.0,217332064.0
2026-01-22,244955589.0,224703620.0,221179690.0
2026-01-23,249027526.0,226237165.0,224577954.0
2026-01-26,247710338.0,224006560.0,230447282.0
2026-01-27,256035992.0,231658810.0,234169628.0
2026-01-28,265835551.0,235996120.0,240781668.0
2026-01-29,275570623.0,238911373.0,244451384.0
2026-01-30,279230746.0,239748735.0,241447873.0
2026-02-02,261545839.0,225467095.0,230685911.0
2026-02-03,294990527.0,242803561.0,240442287.0
2026-02-04,297086511.0,246199517.0,242938816.0
2026-02-05,278210082.0,235732502.0,237302312.0
2026-02-06,271954444.0,233204913.0,233721414.0
2026-02-09,278453897.0,242958612.0,241871238.0
2026-02-10,275837190.0,243253235.0,242145567.0
2026-02-11,275534737.0,245362155.0,244028264.0
2026-02-12,279987311.0,254231983.0,248234244.0
2026-02-13,281121781.0,253875325.0,244207121.0
2026-02-19,288691210.0,261721686.0,253256326.0
2026-02-20,292157703.0,267645256.0,255437438.0
2026-02-23,289968827.0,269630107.0,254607481.0
2026-02-24,291917179.0,276282472.0,255861630.0
2026-02-25,296903663.0,281880389.0,258090608.0
2026-02-26,305022165.0,294704391.0,262090964.0
2026-02-27,303746683.0,291897681.0,262462631.0
2026-03-03,288113440.0,268901287.0,252374783.0
2026-03-04,273164785.0,235391371.0,220927714.0
2026-03-05,273164785.0,259178594.0,243991579.0
2026-03-06,273164785.0,259147589.0,249397802.0
2026-03-09,273164785.0,242617480.0,239330900.0
2026-03-10,273164785.0,257100704.0,244908424.0
2026-03-11,273164785.0,259969449.0,244522098.0
2026-03-12,273164785.0,258031106.0,245052457.0
2026-03-13,272891620.0,252882888.0,243134174.0
2026-03-16,275035868.0,257364322.0,241717557.0
2026-03-17,275064228.0,262481535.0,244339735.0
2026-03-18,282343933.0,277166342.0,250597309.0
2026-03-19,278815902.0,269040860.0,244395314.0
2026-03-20,278236506.0,268761739.0,245748293.0
2026-03-23,268270165.0,251285701.0,231681145.0
2026-03-24,273233826.0,258977011.0,237997225.0
2026-03-25,272403499.0,262093847.0,244354408.0
2026-03-26,267150364.0,253068968.0,239310341.0
2026-03-27,266951981.0,251905977.0,240467432.0
2026-03-30,260326632.0,244013084.0,234740422.0
2026-03-31,256910016.0,233933732.0,227809381.0
2026-04-01,262255256.0,254836733.0,241189298.0
2026-04-02,259909100.0,242493410.0,231839881.0
2026-04-03,261178420.0,249890097.0,234395860.0
2026-04-06,259682964.0,253534169.0,233500519.0
2026-04-07,262024507.0,256697538.0,233517951.0
2026-04-08,271749451.0,276018854.0,244525378.0
2026-04-09,270984545.0,270591514.0,242919880.0
2026-04-10,271877448.0,274948903.0,244764084.0
2026-04-13,270097242.0,272545359.0,242894131.0
2026-04-14,273557752.0,280453756.0,246370090.0
2026-04-15,274421581.0,287385241.0,250414424.0
2026-04-16,275536766.0,293727480.0,255211794.0
2026-04-17,275655489.0,291680595.0,255564934.0
2026-04-20,276410870.0,293076199.0,258034062.0
2026-04-21,280502559.0,300581428.0,262920767.0
2026-04-22,280329466.0,301759946.0,264587624.0
2026-04-23,279116484.0,305031857.0,263156277.0
2026-04-24,278495543.0,303930877.0,265885623.0
2026-04-27,286152443.0,310877866.0,268130629.0
2026-04-28,287377599.0,312304474.0,270586045.0
2026-04-29,287019321.0,314768544.0,271062832.0
2026-04-30,284793064.0,311217293.0,265994748.0
2026-05-04,291854432.0,328007856.0,271069407.0
2026-05-06,301115689.0,352851037.0,272665264.0
2026-05-07,301860520.0,360171598.0,271520695.0
2026-05-08,303738009.0,360763473.0,272092842.0
2026-05-11,315972855.0,379438691.0,274360858.0
2026-05-12,307046257.0,371012258.0,266583792.0
2026-05-13,316704998.0,382086553.0,268916647.0
2026-05-14,317285977.0,388939844.0,274260114.0
2026-05-15,302863235.0,365093507.0,263148988.0
2026-05-18,304772674.0,367087191.0,258710196.0
2026-05-19,298155643.0,356106350.0,253637076.0
2026-05-20,297434494.0,353069096.0,248038025.0
2026-05-21,305285376.0,383348182.0,261498736.0
2026-05-22,308054914.0,384251570.0,270097503.0
2026-05-26,314297919.0,394858596.0,271787988.0
2026-05-27,317233185.0,406836280.0,267774163.0
2026-05-28,313257938.0,404936049.0,265135382.0
2026-05-29,319068886.0,419966562.0,267110744.0
2026-06-01,321710078.0,440464133.0,266296720.0
2026-06-02,321949102.0,441024857.0,262796020.0
2026-06-04,321566393.0,432162305.0,262983238.0
